0,SMILES,Kh_mean,Kh_first,Varying_1,Varying_2,Varying_3,Varying_4,Varying_5,Varying_6,Varying_7,Varying_8,Varying_9,wt,logp,fraction_sp3,ali_homo_rings,ali_hetero_rings,amide_bonds,aro_homo_rings,aro_hetero_rings,hba,hbd,tpsa,asph,ecce,isf,npr1,npr2,pmi1,pmi2,pmi3,rog,si
methane,C,11.208749153067762,11.208749153067762,0,0,0,0,0,0,0,0,0,16.031300127999998,0.6361,1.0,0,0,0,0,0,0,0,0.0,8.230898372608594e-16,0.0003152426808966466,0.3118651761875726,0.9999999503110248,0.9999999756097304,3.2065137500580585,3.20651383117871,3.2065139093864485,0.5475444692352984,0.9999999506138358
ethane,CC,10.895309791444902,10.895309791444902,0,0,0,0,0,0,0,0,0,30.046950191999997,1.0262,1.0,0,0,0,0,0,0,0,0.0,0.4347139398423403,0.9666214805249509,0.1575785927656617,0.2562087301161926,0.9999998640552359,6.346038801998669,24.76901523382886,24.76901860104725,0.9639673232431647,0.6195747726507181
propane,CCC,11.151949926778693,11.151949926778693,0,0,0,0,0,0,0,0,0,44.062600255999996,1.4163,1.0,0,0,0,0,0,0,0,0.0,0.4145947672146992,0.9657982749384221,0.05118754487226981,0.25929460489174844,0.8832715376294719,17.255594888044197,58.780150230418776,66.54822183920157,1.2714984250791852,0.45677662701940663
butane,CCCC,11.380747575137468,11.380747575137468,0,0,0,0,0,0,0,0,0,58.078250319999995,1.8064,1.0,0,0,0,0,0,0,0,0.0,0.6175040015204606,0.9886535004314342,0.042838050529310986,0.1502140342467112,0.9365514181382856,21.86260594415871,136.30853271387085,145.54303167340285,1.6163662834420387,0.33466420955384024
2-methylpropane,CC(C)C,11.304096851561392,11.304096851561392,1,1,0,0,0,0,0,0,0,58.078250319999995,1.6622999999999999,1.0,0,0,0,0,0,0,0,0.0,0.1498760811550047,0.8136443795027468,0.009005699820285805,0.5813629018982809,0.5813630138969608,64.55500688435234,64.55501932077635,111.04080888815867,1.437306222313911,0.4368674317973721
pentane,CCCCC,11.694281769464391,11.694281769464391,0,0,0,0,0,0,0,0,0,72.093900384,2.1965000000000003,1.0,0,0,0,0,0,0,0,0.0,0.552198705002735,0.9832605107831434,0.021472902088642602,0.18220529063249546,0.9238869065303913,43.0257122542859,218.16541143174447,236.13865494755544,1.8564619695997862,0.33031160261790965
2-methylbutane,CCC(C)C,11.841429531942264,11.841429531942264,0,0,0,0,0,0,0,0,0,72.093900384,2.0524,1.0,0,0,0,0,0,0,0,0.0,0.28701874785454984,0.9356188749808515,0.011064055305572367,0.3530117856100071,0.7641146638143217,69.06280226468846,149.49047619859812,195.6388004025061,1.6942001635873505,0.3561822076170471
dimethylpropane,CC(C)(C)C,12.24579517774387,12.24579517774387,0,0,0,0,0,0,0,0,0,72.093900384,2.0524,1.0,0,0,0,0,0,0,0,0.0,8.794717271416827e-14,0.0009558993825960743,0.008772048566098095,0.9999995431280808,0.9999995682611668,113.99840763831722,113.9984105034503,113.9984597210123,1.5394793916874143,0.9999993979445085
hexane,CCCCCC,11.62649497882176,11.62649497882176,1,1,1,0,0,0,0,0,0,86.109550448,2.5866000000000007,1.0,0,0,0,0,0,0,0,0.0,0.7853731448966177,0.9969687725640078,0.027424630033804735,0.07780274116132233,0.9640478074579453,35.1526276296023,435.57351690779063,451.8173409432205,2.3135570858176964,0.19850290211143562
2-methylpentane,CCCC(C)C,11.839281264148083,11.839281264148083,0,0,0,0,0,0,0,0,0,86.109550448,2.442500000000001,1.0,0,0,0,0,0,0,0,0.0,0.32374354447079295,0.9461721540138381,0.009884633436147318,0.3236637992868737,0.9033896774745774,91.39334132219342,255.09124382242484,282.3712182936731,1.9101273952782836,0.45284032741703
3-methylpentane,CCC(C)CC,11.849205738446006,11.849205738446006,0,0,0,0,0,0,0,0,0,86.109550448,2.442500000000001,1.0,0,0,0,0,0,0,0,0.0,0.1483277056285275,0.8605625320502506,0.005353315008160277,0.5093448030865354,0.7096295948171267,132.55890858942715,184.68378203072396,260.2537765893451,1.8304651408364123,0.4516345998256377
"2,2-dimethylbutane",CCC(C)(C)C,12.000680510737292,12.000680510737292,0,0,0,0,0,0,0,0,0,86.109550448,2.442500000000001,1.0,0,0,0,0,0,0,0,0.0,0.10591533512554557,0.8154516729250896,0.008429886092950247,0.5788251628287014,0.995376680392815,118.07712102127091,203.0513189477143,203.9944504904236,1.7454896246931413,0.7573109652234125
"2,3-dimethylbutane",CC(C)C(C)C,11.780826269888312,11.780826269888312,0,0,0,0,0,0,0,0,0,86.109550448,2.2984,1.0,0,0,0,0,0,0,0,0.0,0.21697318393207912,0.8972433459494206,0.005484478664293502,0.44153638372107945,0.6544774751421969,119.33266864600068,176.88359681532248,270.2668976910036,1.812926928886237,0.3147477054392638
heptane,CCCCCCC,12.196315557839881,12.196315557839881,1,0,0,0,0,0,0,0,0,100.12520051199999,2.976700000000002,1.0,0,0,0,0,0,0,0,0.0,0.5338122811540468,0.981307561250376,0.009304502480581312,0.1924460190101102,0.9362160900871189,100.61968300196826,489.4970895758522,522.846268888951,2.3565718054944216,0.3204580273103565
2-methylhexane,CCCCC(C)C,12.124223740247174,12.124223740247174,1,0,0,0,0,0,0,0,0,100.12520051199999,2.832600000000001,1.0,0,0,0,0,0,0,0,0.0,0.6153041617695513,0.9885991490060473,0.010973486827668006,0.1505713205910047,0.9087756640805761,82.81557889049762,499.8347786751462,550.0089828889043,2.377332685037431,0.21922473495676686
3-methylhexane,CCCC(C)CC,12.516392890416771,12.516392890416771,0,0,0,0,0,0,0,0,0,100.12520051199999,2.832600000000001,1.0,0,0,0,0,0,0,0,0.0,0.31652601301652294,0.9444226023204071,0.005476582068579311,0.32873385622164025,0.7747887320160308,141.47304328026257,333.43605394772857,430.35738669058185,2.1253405423906897,0.2997845445557864
"2,2-dimethylpentane",CCCC(C)(C)C,12.684108446473173,12.684108446473173,0,0,0,0,0,0,0,0,0,100.12520051199999,2.832600000000001,1.0,0,0,0,0,0,0,0,0.0,0.21545139622722853,0.9045294136942413,0.007020996487068129,0.42641123315638885,0.9560745674676617,136.17362851963273,305.32062212268494,319.3481267171267,1.9484427646002425,0.6038965343956436
"2,3-dimethylpentane",CCC(C)C(C)C,12.07504438312377,12.07504438312377,0,0,0,0,0,0,0,0,0,100.12520051199999,2.6885000000000012,1.0,0,0,0,0,0,0,0,0.0,0.0740367169569499,0.7641621448082999,0.003579226597875076,0.6450241983383096,0.7251703605422868,202.6053228853428,227.77963279990067,314.10499545178004,1.9273905533848872,0.5893754533911609
"2,4-dimethylpentane",CC(C)CC(C)C,12.621588089491839,12.621588089491839,0,0,0,0,0,0,0,0,0,100.12520051199999,2.6885000000000012,1.0,0,0,0,0,0,0,0,0.0,0.34345917174873836,0.9503532329652199,0.00760463278902241,0.31117315532120443,0.9307413227904089,122.3913565075714,366.08136372298105,393.32234935637206,2.0976070745695186,0.458635391453049
"3,3-dimethylpentane",CCC(C)(C)CC,12.138457670900122,12.138457670900122,0,0,0,0,0,0,0,0,0,100.12520051199999,2.832600000000001,1.0,0,0,0,0,0,0,0,0.0,0.1440160227402367,0.8654474841312644,0.0056456987752177045,0.5009996529049345,0.8863132289947679,156.98911052168043,277.7277881465707,313.3517350988452,1.9320173787970794,0.6013175071801535
3-ethylpentane,CCC(CC)CC,12.454534004828673,12.454534004828673,0,0,0,0,0,0,0,0,0,100.12520051199999,2.832600000000001,1.0,0,0,0,0,0,0,0,0.0,0.23540173421780997,0.9129569447733208,0.004199137574702447,0.4080558993448859,0.7051289911988975,167.92233611180583,290.1732523714923,411.5179718793358,2.083068049342575,0.3145116971869972
"2,2,3-trimethylbutane",CC(C)C(C)(C)C,12.404523584254012,12.404523584254012,0,0,0,0,0,0,0,0,0,100.12520051199999,2.6885000000000012,1.0,0,0,0,0,0,0,0,0.0,0.08571001651642243,0.805761985903356,0.004954968928062293,0.5922394972247967,0.83401496429702,168.31890903969256,237.03331096805968,284.2075036001924,1.854924551189074,0.6342176407693684
octane,CCCCCCCC,12.485882146589683,12.485882146589683,1,1,0,0,0,0,0,0,0,114.14085057599999,3.3668000000000022,1.0,0,0,0,0,0,0,0,0.0,0.769829519451148,0.9964712687293515,0.012317764245640744,0.0839345613970564,0.9576788735598001,77.74778396970234,887.0888098366407,926.2904657583516,2.8770768749074622,0.16373051909967593
2-methylheptane,CCCCCC(C)C,12.822258784953991,12.822258784953991,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.606110441557121,0.9876404410519366,0.008347233968460713,0.15673659176700377,0.9597367511983605,114.97662037803674,704.030162078684,733.5659087761385,2.606856248992286,0.27530186398420925
3-methylheptane,CCCCC(C)CC,12.822258784953991,12.822258784953991,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.5633319172871095,0.9844602833346665,0.006716091939064952,0.17560737608833074,0.8743976633174526,130.19441533124555,648.2739795927508,741.3949130801749,2.5792496313829183,0.1917687956005509
4-methylheptane,CCCC(C)CCC,12.822258784953991,12.822258784953991,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.44201624463676714,0.9702382951200986,0.0057007177232537625,0.2421521230186606,0.8771182072945026,153.86101362582033,557.3120514561617,635.3899016361859,2.427752695698881,0.29268771024937806
"2,2-dimethylhexane",CCCCC(C)(C)C,12.805399466954341,12.805399466954341,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.4089133104583873,0.9629394461989761,0.00687762287743467,0.26971767267646585,0.9723673537452119,141.38131314753065,509.69805563757865,524.1826082235317,2.268080447912809,0.44965912052425366
"2,3-dimethylhexane",CCCC(C)C(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.44435088125054484,0.9705048518304531,0.005470945245780745,0.24108158903896018,0.8174669394245083,149.419689413808,506.6569234166064,619.7888856193863,2.363162349008873,0.21852587105138574
"2,4-dimethylhexane",CCC(C)CC(C)C,12.785891140783116,12.785891140783116,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.35263437547212295,0.9535284696826632,0.004512490828537195,0.30130293311655326,0.7898377644669307,175.03365535326105,458.8345344690563,580.9225072679682,2.3059072808142624,0.26648004600855185
"2,5-dimethylhexane",CC(C)CCC(C)C,12.786529302962919,12.786529302962919,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.4509050236742974,0.9708989836290934,0.006478561827900843,0.23948938095037411,0.933902134014214,144.15269296223002,562.1314274857917,601.9168465431904,2.392920910459412,0.3679066939645407
"3,3-dimethylhexane",CCCC(C)(C)CC,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.14075599112115803,0.863958606418613,0.003688079555580993,0.5035628326189378,0.8074437738449782,218.93339383721062,351.0513371712218,434.76877095670125,2.0971083822668644,0.5247489217172641
"3,4-dimethylhexane",CCC(C)C(C)CC,12.940041820610373,12.940041820610373,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.24369887469134185,0.9211406313254836,0.004600222979651269,0.38922992860427563,0.8753076257121902,190.27504309770325,427.8941159621449,488.8499807299071,2.2012464912077108,0.471881197802127
3-ethylhexane,CCCC(CC)CC,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.21892659374184037,0.9043966781823141,0.0028760190321856175,0.42669268624244755,0.6967534216643191,242.26314703307946,395.59542987468274,567.7696263474859,2.297194730088603,0.3091924480876143
"2,2,3-trimethylpentane",CCC(C)C(C)(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.2147437180469234,0.9086959443556147,0.004798669493581441,0.41745859760179543,0.874737904810236,182.28759158768065,381.9633057130406,436.6602883133354,2.0930947251521794,0.5065672940426061
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,12.585717448245745,12.585717448245745,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.2068419855528781,0.9037440453339177,0.005017711604565558,0.4280732420082873,0.9026885564060173,179.9004461684628,379.36048814156953,420.25622840724066,2.0706044204872067,0.5444231256972271
"2,3,3-trimethylpentane",CCC(C)(C)C(C)C,12.940041820610373,12.940041820610373,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.1137599804586638,0.8368614413022115,0.0035702810509967166,0.5474147678512019,0.7768197323010698,217.57943456137852,308.76039163804796,397.46723570402634,2.0108596090528668,0.5395937825036122
"2,3,4-trimethylpentane",CC(C)C(C)C(C)C,12.120273848814684,12.120273848814684,0,0,0,0,0,0,0,0,0,114.14085057599999,2.9345000000000017,1.0,0,0,0,0,0,0,0,0.0,0.22502147617192744,0.9139660293455937,0.0045663289297368645,0.4057907061555866,0.844533695321605,184.94806403932697,384.9148578228454,455.77205498741745,2.1187880916496336,0.4640506406149855
3-ethyl-2-methylpentane,CCC(CC)C(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.11896399066088814,0.8179060929043261,0.002473367472479978,0.5753517386694679,0.6677093718044824,269.9596316494728,313.29457086214325,469.2079879236466,2.1463194604137033,0.4555446238623649
3-ethyl-3-methylpentane,CCC(C)(CC)CC,12.98260143502917,12.98260143502917,0,0,0,0,0,0,0,0,0,114.14085057599999,3.2227000000000023,1.0,0,0,0,0,0,0,0,0.0,0.08369523845405244,0.8003910887787844,0.003294985917429455,0.5994781939349523,0.7984674601160554,242.32803420870778,322.7657852231047,404.23160785561805,2.059804082194545,0.59741406122511
"2,2,3,3-tetramethylbutane",CC(C)(C)C(C)(C)C,12.859999112936837,12.859999112936837,0,0,0,0,0,0,0,0,0,114.14085057599999,3.0786000000000016,1.0,0,0,0,0,0,0,0,0.0,0.04982843109686359,0.7153321786645054,0.004578417943372429,0.6987845692107777,0.9999993087704764,218.4159072279636,312.5652252154388,312.56544126989985,1.921523254674864,0.84523850023367
nonane,CCCCCCCCC,12.752615964799267,12.752615964799267,1,1,0,0,0,0,0,0,0,128.15650064,3.7569000000000026,1.0,0,0,0,0,0,0,0,0.0,0.6331947548189625,0.9893918766736169,0.007587908632834316,0.14527117529729774,0.9876408746624533,130.15982696322203,884.9048345949565,895.9783432387719,2.7294573187858284,0.2955356627457163
2-methyloctane,CCCCCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.4800292642050839,0.9749513617614283,0.0051194481295992675,0.22241816967041253,0.9369225923325186,183.01242020902313,770.9283437831293,822.8303491581543,2.6318238594783203,0.33036360842019546
3-methyloctane,CCCCCC(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.5694683892779207,0.9843981988846169,0.006285538976435873,0.1759550682211857,0.9725089575578825,154.72164936113882,855.1512124827806,879.3247669720133,2.7138120925141576,0.30929973894856777
4-methyloctane,CCCCC(C)CCC,13.820535725891023,13.820535725891023,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.4957951358084196,0.977070469433253,0.005323351171258147,0.21291617543409527,0.9289460229284145,174.50399063356605,761.3549687039413,819.5901052505093,2.6159846645950826,0.30521360463983993
"2,3-dimethylheptane",CCCCC(C)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.47515681724895964,0.9748466434772961,0.004440413716552564,0.22287669618210337,0.8319646043501203,187.36195711872512,699.3935175581678,840.6529723755389,2.5950073776600293,0.20063730919454423
"2,2-dimethylheptane",CCCCCC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.3819074532740642,0.9588776470658302,0.004834942848818387,0.283819763155241,0.9316164448116488,192.68406554988067,632.4705585116326,678.8958718300678,2.4214320476492337,0.41854737332171427
"2,4-dimethylheptane",CCCC(C)CC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.2747434346017171,0.9321660382744199,0.003615890057306266,0.3620310443701934,0.8844140723248752,244.59097436821355,597.5169893820047,675.6077363302248,2.4324072588409438,0.4555121848439239
"2,5-dimethylheptane",CCC(C)CCC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.5200089095719937,0.9799967682062221,0.005299173093204562,0.1990134023259741,0.9181649522494817,173.26570317676507,799.3757919036607,870.623290450381,2.6806180680716567,0.2755674467970918
"2,6-dimethylheptane",CC(C)CCCC(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.4071241325869155,0.9634913731903852,0.004743620285287002,0.26773937661036307,0.9413548812846163,198.44650808252075,697.7254949287029,741.1928368359386,2.526468032984523,0.39542575350640363
"3,3-dimethylheptane",CCCCC(C)(C)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.3983326373959194,0.9611104777730307,0.00497101683057341,0.27616417130919924,0.9667171625122524,194.4707079981342,680.7478686915485,704.1851485520933,2.481347883782304,0.4437651496945777
"3,4-dimethylheptane",CCCC(C)C(C)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.21958240523382996,0.9077420159147976,0.0027094064776382975,0.419528822064634,0.7273532406547834,268.45482457427124,465.4304456665553,639.896022526224,2.3141946033326777,0.3280610630599868
"3,5-dimethylheptane",CCC(C)CC(C)CC,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.5279950696925195,0.9803705511825347,0.006334850289934221,0.19716384651870938,0.9613255260446484,151.75189342235117,739.9072971457267,769.6740355892329,2.5448925647044924,0.3375285992636562
"4,4-dimethylheptane",CCCC(C)(C)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.32527153539290987,0.9473150626172354,0.003727035822592034,0.3203032502777692,0.8627805223821564,231.49241473673845,623.55641518113,722.728896868785,2.480070279228086,0.3719834952674155
3-ethylheptane,CCCCC(CC)CC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.23701140446396635,0.9169361332287553,0.002663013590404932,0.399033993012498,0.7485069213598833,281.0751413574525,527.2400156687186,704.3889650490229,2.4283879690168635,0.3304708826023768
4-ethylheptane,CCCC(CC)CCC,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.19118903147174135,0.864971381624339,0.0015412584607762717,0.5018211922297446,0.5955793430256233,386.424054227513,458.6218914420699,770.0433146526018,2.5092234756965386,0.2582340204076782
"2,2,3-trimethylhexane",CCCC(C)C(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.27958158218743423,0.9334975930485931,0.004141390086188092,0.35858366356051835,0.8939804325831727,215.86482170918353,538.1698786132687,601.9929061066997,2.299192546861193,0.4532206518378132
"2,2,4-trimethylhexane",CCC(C)CC(C)(C)C,13.073573213234896,13.073573213234896,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.23105944304272272,0.9160258349702294,0.0037772092411562114,0.40111927112405626,0.8731038945942725,231.15052379968594,503.138186309165,576.2638208628895,2.260311497471228,0.4892261353774614
"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,12.962228246381862,12.962228246381862,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.3893137629407376,0.9597881915332862,0.004949684507589234,0.28072518125965096,0.9522816738478219,192.39239842210367,652.6374099498399,685.3407220499906,2.4425270073065133,0.43794425300971696
"2,3,3-trimethylhexane",CCCC(C)(C)C(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.20387664197887193,0.8986985370979017,0.0038620246766417794,0.4385669155534778,0.9551888595989617,247.32852313868315,538.6759502024656,563.9470611378675,2.294035666701674,0.6077193982601977
"2,3,4-trimethylhexane",CCC(C)C(C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0,128.15650064,3.324600000000002,1.0,0,0,0,0,0,0,0,0.0,0.23486878886588033,0.9174148854558594,0.003761690054618311,0.3979320644833895,0.8804672809726619,234.0616234162335,517.8863920324786,588.1949315145065,2.285686377470306,0.46261258082940643
"2,3,5-trimethylhexane",CC(C)CC(C)C(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0,128.15650064,3.324600000000002,1.0,0,0,0,0,0,0,0,0.0,0.31118757236216466,0.9428311202883876,0.004164268267752213,0.3332708787394183,0.9013043150890329,216.43762052235374,585.3381551435475,649.434542078861,2.378516979898616,0.43351658460776965
"2,4,4-trimethylhexane",CCC(C)(C)CC(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.18046233243787008,0.8878872849430872,0.003785097284211251,0.4600610494666908,0.9248687153523697,244.34476736179752,491.2105281569618,531.1137894526072,2.222146374860729,0.5974721764610798
"3,3,4-trimethylhexane",CCC(C)C(C)(C)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.2585155593312173,0.9272116595953205,0.00377268866320945,0.37453776620054136,0.8482587811601289,224.84197793265815,509.22550238276483,600.3185745820608,2.2807717482058396,0.42153321701967883
3-ethyl-2-methylhexane,CCCC(CC)C(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.17616825696449392,0.8833241175817824,0.0024532027636239924,0.4687627366785518,0.7240192675546637,295.13225661180434,455.84135329929825,629.5983735887002,2.3199071602497106,0.393353159756432
4-ethyl-2-methylhexane,CCC(CC)CC(C)C,13.122363377404328,13.122363377404328,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.33670790550941965,0.9498922562262219,0.00398381637196793,0.3125775128851366,0.8826402085032362,221.55644891514632,625.6196373843507,708.8048237064387,2.46287975947868,0.38736997870466994
3-ethyl-3-methylhexane,CCCC(C)(CC)CC,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.1257983165436457,0.8514362968736312,0.002738779060165172,0.524458036801914,0.8227519129982955,300.40828227621853,471.2702858563359,572.7975570897423,2.28937863037561,0.5531972456564499
3-ethyl-4-methylhexane,CCC(C)C(CC)CC,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.08143839304206484,0.7930275692463272,0.002273708972118496,0.6091857470552489,0.7730819131071736,340.0091755748606,431.48570891230486,558.1371153518209,2.2767052378961563,0.5908476275452055
"2,2,3,3-tetramethylpentane",CCC(C)(C)C(C)(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.05431470654220016,0.7492913856975757,0.003031963429257287,0.6622404543059922,0.86123408701975,284.0516078489505,369.4049881151596,428.92518269157677,2.0541460260112006,0.7178902538540213
"2,2,3,4-tetramethylpentane",CC(C)C(C)C(C)(C)C,13.284882306902103,13.284882306902103,0,0,0,0,0,0,0,0,0,128.15650064,3.324600000000002,1.0,0,0,0,0,0,0,0,0.0,0.17739947517729654,0.886005461270511,0.003967371436364457,0.46367480263524025,0.9250269616539176,233.15864836229602,465.14935651479993,502.8495122813807,2.1639192939641223,0.6013784949475013
"2,2,4,4-tetramethylpentane",CC(C)(C)CC(C)(C)C,13.17365667179188,13.17365667179188,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.22179637776825328,0.9048096851988303,0.0045246215559422735,0.42581619693289413,0.9884728639877287,218.4653129032522,507.13672960985286,513.0507352158821,2.1974341415253,0.6289128719142844
"2,3,3,4-tetramethylpentane",CC(C)C(C)(C)C(C)C,13.345506928718539,13.345506928718539,0,0,0,0,0,0,0,0,0,128.15650064,3.324600000000002,1.0,0,0,0,0,0,0,0,0.0,0.1597986426463334,0.878297169020342,0.0033272900301594102,0.47811513560109414,0.8140610791740883,244.66189355157798,416.57272541053123,511.72170745857073,2.138365792620271,0.4963203007371408
"3-ethyl-2,2-dimethylpentane",CCC(CC)C(C)(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.16356528674788992,0.8794573447295565,0.002894566031811867,0.4759777083028553,0.7761664299284434,268.1460437931687,437.25988398169545,563.3584075801983,2.223983488156081,0.4619513104003261
"3-ethyl-2,3-dimethylpentane",CCC(C)(CC)C(C)C,13.41004544985611,13.41004544985611,0,0,0,0,0,0,0,0,0,128.15650064,3.468700000000003,1.0,0,0,0,0,0,0,0,0.0,0.0696999674969738,0.7514957106550477,0.0022151523669117893,0.6597379759170036,0.720743476251522,325.3697068506092,355.4564117011635,493.1801999094583,2.1393226759943094,0.5856175489473244
"3-ethyl-2,4-dimethylpentane",CCC(C(C)C)C(C)C,13.227723893062155,13.227723893062155,0,0,0,0,0,0,0,0,0,128.15650064,3.324600000000002,1.0,0,0,0,0,0,0,0,0.0,0.12089223909300147,0.8124523096394732,0.0019528329601046137,0.5830276533420053,0.6493335118210689,332.50847619157554,370.32359497551204,570.3133878566225,2.2278199570917785,0.4395006185923672
"3,3-diethylpentane",CCC(CC)(CC)CC,12.18302169263407,12.18302169263407,1,0,0,0,0,0,0,0,0,128.15650064,3.6128000000000027,1.0,0,0,0,0,0,0,0,0.0,0.10496876747919881,0.7742015787803239,0.0018704899422663567,0.6329391087727586,0.6329410200832644,338.3824771152573,338.3834989418035,534.6209017979095,2.1731140008927112,0.45578999516595686
decane,CCCCCCCCCC,13.276305767288978,13.276305767288978,0,0,0,0,0,0,0,0,0,142.172150704,4.147000000000004,1.0,0,0,0,0,0,0,0,0.0,0.6873368500857638,0.9927993795834452,0.005938240079303682,0.11978894731454215,0.9805819760618096,165.130065973485,1351.7404571084305,1378.5083655496696,3.1897497983867362,0.24012395048396049
